patient,seed,depth,training_ratio,kernel_size,pi_rmse,mu_rmse,sigma_rmse
patient_3,325,149,0.01,17,0.074073024,0.041478533,0.02323684
patient_3,325,149,0.1,11,0.0456566,0.02281241,0.013749862
patient_3,325,149,0.5,9,0.030255701,0.0166084,0.011472552
patient_3,325,149,1,9,0.023702197,0.012874484,0.00812042
patient_3,326,149,0.01,17,0.073844,0.04156292,0.023210451
patient_3,326,149,0.1,11,0.045624908,0.022906963,0.013781441
patient_3,326,149,0.5,9,0.030298049,0.01657043,0.011462725
patient_3,326,149,1,9,0.0237121,0.012837733,0.00805766
patient_3,327,149,0.01,17,0.073738135,0.041404516,0.023261981
patient_3,327,149,0.1,11,0.045380443,0.022196202,0.013387215
patient_3,327,149,0.5,9,0.029445963,0.014268667,0.008871703
patient_3,327,149,1,9,0.024674293,0.015288197,0.010807454
patient_3,328,149,0.01,17,0.07416534,0.041544676,0.022854086
patient_3,328,149,0.1,11,0.04558502,0.022852324,0.013843453
patient_3,328,149,0.5,9,0.030853877,0.017661834,0.012128807
patient_3,328,149,1,9,0.024650568,0.015183451,0.010874547
patient_3,329,149,0.01,17,0.07415813,0.04136286,0.02303295
patient_3,329,149,0.1,11,0.045520097,0.022575438,0.01361208
patient_3,329,149,0.5,9,0.030884055,0.017806187,0.01216368
patient_3,329,149,1,9,0.023711033,0.012852825,0.008063126
patient_3,330,149,0.01,17,0.073632546,0.041186202,0.022895604
patient_3,330,149,0.1,11,0.04524645,0.02217452,0.013466571
patient_3,330,149,0.5,9,0.030213444,0.016562102,0.011464646
patient_3,330,149,1,9,0.02468769,0.01532572,0.010819938
patient_3,331,149,0.01,17,0.07395145,0.041516818,0.022749925
patient_3,331,149,0.1,11,0.045559593,0.02229294,0.013498691
patient_3,331,149,0.5,9,0.030281654,0.016704727,0.011440106
patient_3,331,149,1,9,0.024627205,0.015259148,0.010886041
patient_3,332,149,0.01,17,0.073993705,0.0414192,0.023142718
patient_3,332,149,0.1,11,0.045573372,0.022750223,0.013747671
patient_3,332,149,0.5,9,0.030263629,0.016599799,0.011493971
patient_3,332,149,1,9,0.023695676,0.012864527,0.008068898
patient_3,333,149,0.01,17,0.07417349,0.041405518,0.022939716
patient_3,333,149,0.1,11,0.045502815,0.022777798,0.013862711
patient_3,333,149,0.5,9,0.03100019,0.017738868,0.012102707
patient_3,333,149,1,9,0.02463332,0.015175858,0.010809684
patient_3,334,149,0.01,17,0.07379315,0.041389532,0.02315979
patient_3,334,149,0.1,11,0.04538529,0.02221009,0.013340604
patient_3,334,149,0.5,9,0.030218095,0.016514847,0.011439269
patient_3,334,149,1,9,0.024619592,0.015240711,0.010829567
patient_3,335,149,0.01,17,0.073957674,0.041558642,0.023178805
patient_3,335,149,0.1,11,0.045739483,0.022806067,0.013739388
patient_3,335,149,0.5,9,0.030255675,0.01661029,0.011463138
patient_3,335,149,1,9,0.023680508,0.012801434,0.008049738
patient_3,336,149,0.01,17,0.07382016,0.041568156,0.022742013
patient_3,336,149,0.1,11,0.045388006,0.022444371,0.01353224
patient_3,336,149,0.5,9,0.03025933,0.016603073,0.011420616
patient_3,336,149,1,9,0.023718245,0.012871848,0.008086979
patient_3,337,149,0.01,17,0.07397214,0.0414952,0.022931848
patient_3,337,149,0.1,11,0.04567537,0.0227562,0.013744092
patient_3,337,149,0.5,9,0.030219287,0.016513392,0.01144805
patient_3,337,149,1,9,0.024616193,0.015169732,0.010812225
patient_3,338,149,0.01,17,0.07405337,0.04165185,0.022972455
patient_3,338,149,0.1,11,0.04561783,0.022753268,0.013718015
patient_3,338,149,0.5,9,0.030191746,0.016507573,0.011503429
patient_3,338,149,1,9,0.024649292,0.01522381,0.010819267
patient_3,339,149,0.01,17,0.073963575,0.041241534,0.022979414
patient_3,339,149,0.1,11,0.045445114,0.022433745,0.013442421
patient_3,339,149,0.5,9,0.030265711,0.016636131,0.011441927
patient_3,339,149,1,9,0.023688242,0.012852374,0.008077647
patient_3,340,149,0.01,17,0.0739374,0.041295353,0.02281038
patient_3,340,149,0.1,11,0.045515396,0.022283966,0.013439199
patient_3,340,149,0.5,9,0.03027062,0.016643772,0.011426073
patient_3,340,149,1,9,0.024646142,0.015243174,0.010880011
patient_3,341,149,0.01,17,0.07423824,0.041502465,0.023163235
patient_3,341,149,0.1,11,0.045532532,0.022867844,0.013744759
patient_3,341,149,0.5,9,0.030276679,0.016605856,0.011472411
patient_3,341,149,1,9,0.023725402,0.012893736,0.008092427
patient_3,342,149,0.01,17,0.07385197,0.041698866,0.022951378
patient_3,342,149,0.1,11,0.045506313,0.022818627,0.013733885
patient_3,342,149,0.5,9,0.030884767,0.01774699,0.012230474
patient_3,342,149,1,9,0.023678496,0.012821488,0.008058201
patient_3,343,149,0.01,17,0.07398837,0.04142499,0.023070337
patient_3,343,149,0.1,11,0.04577702,0.022850763,0.013700614
patient_3,343,149,0.5,9,0.030163657,0.01655457,0.011527362
patient_3,343,149,1,9,0.02455683,0.015160079,0.010861258
patient_3,344,149,0.01,17,0.07441947,0.041538414,0.022902783
patient_3,344,149,0.1,11,0.045747314,0.022746103,0.013687651
patient_3,344,149,0.5,9,0.030235846,0.016578378,0.011479414
patient_3,344,149,1,9,0.023704972,0.012855261,0.008058835
patient_3,345,149,0.01,17,0.07419392,0.041751698,0.023079144
patient_3,345,149,0.1,11,0.04573407,0.022695074,0.013688355
patient_3,345,149,0.5,9,0.030199768,0.016463054,0.01152144
patient_3,345,149,1,9,0.02375404,0.012900924,0.008101072
patient_3,346,149,0.01,17,0.0741989,0.04179836,0.02291972
patient_3,346,149,0.1,11,0.04562527,0.022787105,0.013715202
patient_3,346,149,0.5,9,0.030313337,0.016664684,0.011468284
patient_3,346,149,1,9,0.023767386,0.0130107,0.008176371
patient_3,347,149,0.01,17,0.0741633,0.041447982,0.022711772
patient_3,347,149,0.1,11,0.045440637,0.022750828,0.013716714
patient_3,347,149,0.5,9,0.030195855,0.01645522,0.011406476
patient_3,347,149,1,9,0.02368945,0.01284027,0.008066992
patient_3,348,149,0.01,17,0.07362214,0.04009453,0.020946639
patient_3,348,149,0.1,11,0.045645535,0.022789033,0.013756541
patient_3,348,149,0.5,9,0.030188473,0.016453054,0.011481021
patient_3,348,149,1,9,0.024556113,0.015134422,0.010868373
patient_3,349,149,0.01,17,0.074114785,0.041521672,0.023113757
patient_3,349,149,0.1,11,0.045420468,0.022161158,0.013449778
patient_3,349,149,0.5,9,0.030934758,0.01779992,0.012146854
patient_3,349,149,1,9,0.024629671,0.015225725,0.010861971
patient_3,350,149,0.01,17,0.074349955,0.041470397,0.02295371
patient_3,350,149,0.1,11,0.04564505,0.022624688,0.013644527
patient_3,350,149,0.5,9,0.03025365,0.016634347,0.011470534
patient_3,350,149,1,9,0.02462079,0.015229159,0.010838415
patient_3,351,149,0.01,17,0.07354076,0.041478124,0.023422927
patient_3,351,149,0.1,11,0.045559186,0.022880452,0.01373695
patient_3,351,149,0.5,9,0.03025142,0.016578786,0.011510513
patient_3,351,149,1,9,0.024663633,0.015296417,0.010822079
patient_3,352,149,0.01,17,0.0742314,0.04182145,0.022912636
patient_3,352,149,0.1,11,0.045567803,0.02275822,0.013723133
patient_3,352,149,0.5,9,0.030240012,0.016508764,0.011449295
patient_3,352,149,1,9,0.024547521,0.015183419,0.010872995
patient_3,353,149,0.01,17,0.07403795,0.041639555,0.023165992
patient_3,353,149,0.1,11,0.045626327,0.022917928,0.013805882
patient_3,353,149,0.5,9,0.030318009,0.016606687,0.011420904
patient_3,353,149,1,9,0.024644231,0.015242548,0.010929426
patient_3,354,149,0.01,17,0.07389934,0.041257527,0.02307853
patient_3,354,149,0.1,11,0.045469973,0.022007467,0.013536884
patient_3,354,149,0.5,9,0.03091046,0.017837675,0.012097269
patient_3,354,149,1,9,0.024600333,0.015217865,0.010830555
patient_3,355,149,0.01,17,0.07403095,0.041430574,0.022815455
patient_3,355,149,0.1,11,0.045462552,0.022209002,0.013364498
patient_3,355,149,0.5,9,0.030898897,0.017813921,0.012135923
patient_3,355,149,1,9,0.024638869,0.015223702,0.010859739
patient_3,356,149,0.01,17,0.07408901,0.0414242,0.022902036
patient_3,356,149,0.1,11,0.04557518,0.022773601,0.013687461
patient_3,356,149,0.5,9,0.030282922,0.016597353,0.011391168
patient_3,356,149,1,9,0.023672104,0.012839399,0.008071186
patient_3,357,149,0.01,17,0.07393443,0.041449513,0.023105087
patient_3,357,149,0.1,11,0.045563895,0.022809524,0.013667429
patient_3,357,149,0.5,9,0.030890467,0.017767137,0.012123267
patient_3,357,149,1,9,0.0246715,0.015277917,0.010792704
patient_3,358,149,0.01,17,0.0740728,0.041627996,0.022911781
patient_3,358,149,0.1,11,0.045649312,0.022836464,0.013772245
patient_3,358,149,0.5,9,0.030226922,0.016586147,0.01152596
patient_3,358,149,1,9,0.023685131,0.012863072,0.00806202
patient_3,359,149,0.01,17,0.07407729,0.041309875,0.023060547
patient_3,359,149,0.1,11,0.045432594,0.022357892,0.013416911
patient_3,359,149,0.5,9,0.030245725,0.01659415,0.011434812
patient_3,359,149,1,9,0.0246313,0.015232168,0.010837959
patient_3,360,149,0.01,17,0.074540935,0.041718878,0.023037186
patient_3,360,149,0.1,11,0.045608915,0.022854816,0.013752216
patient_3,360,149,0.5,9,0.029407544,0.014193306,0.008826596
patient_3,360,149,1,9,0.02461496,0.01524005,0.010803591
patient_3,361,149,0.01,17,0.074076205,0.04153771,0.022954904
patient_3,361,149,0.1,11,0.045456618,0.022715446,0.013772063
patient_3,361,149,0.5,9,0.030182067,0.016530044,0.011467836
patient_3,361,149,1,9,0.023692919,0.012892573,0.008121583
patient_3,362,149,0.01,17,0.07391556,0.04155173,0.023104534
patient_3,362,149,0.1,11,0.045586687,0.022895847,0.013740321
patient_3,362,149,0.5,9,0.029405974,0.01415901,0.008747303
patient_3,362,149,1,9,0.024595737,0.015201584,0.010805575
patient_3,363,149,0.01,17,0.074214526,0.041462038,0.023108857
patient_3,363,149,0.1,11,0.045608096,0.022735015,0.01373103
patient_3,363,149,0.5,9,0.030221991,0.016550628,0.011449588
patient_3,363,149,1,9,0.0245415,0.015118693,0.010792682
patient_3,364,149,0.01,17,0.073992275,0.041435458,0.022950986
patient_3,364,149,0.1,11,0.045470662,0.022820793,0.013725919
patient_3,364,149,0.5,9,0.030221885,0.016499473,0.011475343
patient_3,364,149,1,9,0.024651604,0.015269453,0.010822158
patient_3,365,149,0.01,17,0.073983654,0.041663088,0.023201402
patient_3,365,149,0.1,11,0.045656923,0.022773897,0.013734782
patient_3,365,149,0.5,9,0.030245252,0.016525779,0.011395695
patient_3,365,149,1,9,0.024606137,0.015216569,0.01077637
patient_3,366,149,0.01,17,0.07398201,0.041373245,0.023274653
patient_3,366,149,0.1,11,0.045425273,0.02230346,0.013480922
patient_3,366,149,0.5,9,0.0294309,0.014273324,0.008864914
patient_3,366,149,1,9,0.023725983,0.012888826,0.008102846
patient_3,367,149,0.01,17,0.07425736,0.041864734,0.023247084
patient_3,367,149,0.1,11,0.045659997,0.022837583,0.013809222
patient_3,367,149,0.5,9,0.030223308,0.016561266,0.011561643
patient_3,367,149,1,9,0.02369039,0.01289951,0.008103739
patient_3,368,149,0.01,17,0.07384854,0.041800432,0.022657981
patient_3,368,149,0.1,11,0.045305494,0.022189701,0.013366773
patient_3,368,149,0.5,9,0.030239066,0.016570907,0.01140045
patient_3,368,149,1,9,0.024607528,0.015189902,0.010875063
patient_3,369,149,0.01,17,0.07371572,0.041397408,0.02298555
patient_3,369,149,0.1,11,0.04563749,0.02276882,0.013742224
patient_3,369,149,0.5,9,0.030837782,0.017648578,0.012166279
patient_3,369,149,1,9,0.025605064,0.016756158,0.011773553
patient_3,370,149,0.01,17,0.0742459,0.041004587,0.023193577
patient_3,370,149,0.1,11,0.045656763,0.022706442,0.013704274
patient_3,370,149,0.5,9,0.030240115,0.016536197,0.011505051
patient_3,370,149,1,9,0.024588676,0.015169318,0.010876204
patient_3,371,149,0.01,17,0.07408434,0.041419696,0.023003167
patient_3,371,149,0.1,11,0.045787763,0.022782462,0.013744948
patient_3,371,149,0.5,9,0.030781394,0.01767446,0.012201891
patient_3,371,149,1,9,0.0255452,0.016703265,0.011820298
patient_3,372,149,0.01,17,0.07371907,0.041341692,0.023264281
patient_3,372,149,0.1,11,0.0457597,0.022837758,0.01386846
patient_3,372,149,0.5,9,0.030213395,0.016511159,0.011458099
patient_3,372,149,1,9,0.02463336,0.015250129,0.010863223
patient_3,373,149,0.01,17,0.0739893,0.041362863,0.023069095
patient_3,373,149,0.1,11,0.04554428,0.022753997,0.013682513
patient_3,373,149,0.5,9,0.030884571,0.017657656,0.012042541
patient_3,373,149,1,9,0.023687756,0.012801527,0.008027324
patient_3,374,149,0.01,17,0.07476046,0.04188848,0.023278095
patient_3,374,149,0.1,11,0.04539939,0.022169244,0.013473068
patient_3,374,149,0.5,9,0.03027802,0.01663074,0.011518609
patient_3,374,149,1,9,0.023684211,0.012889288,0.008109619
patient_3,375,149,0.01,17,0.07371092,0.041328855,0.023310864
patient_3,375,149,0.1,11,0.04557357,0.022451563,0.013455301
patient_3,375,149,0.5,9,0.030246258,0.01645166,0.011476142
patient_3,375,149,1,9,0.02369365,0.01283101,0.008044981
patient_3,376,149,0.01,17,0.074317604,0.041719478,0.022897242
patient_3,376,149,0.1,11,0.045622587,0.02272996,0.01363674
patient_3,376,149,0.5,9,0.030227784,0.016561175,0.011491929
patient_3,376,149,1,9,0.024621006,0.015208318,0.010860253
patient_3,377,149,0.01,17,0.073845334,0.041787267,0.023298653
patient_3,377,149,0.1,11,0.04560842,0.022877587,0.013752941
patient_3,377,149,0.5,9,0.030251108,0.016586233,0.011463194
patient_3,377,149,1,9,0.02463886,0.015241957,0.010814209
patient_3,378,149,0.01,17,0.07411895,0.041776832,0.023385728
patient_3,378,149,0.1,11,0.045191623,0.022125581,0.013478778
patient_3,378,149,0.5,9,0.030219376,0.01645508,0.011467726
patient_3,378,149,1,9,0.02462659,0.015229587,0.010841049
patient_3,379,149,0.01,17,0.07409181,0.04125122,0.023066288
patient_3,379,149,0.1,11,0.04555088,0.022890303,0.013760553
patient_3,379,149,0.5,9,0.029383129,0.014118244,0.00874296
patient_3,379,149,1,9,0.024558144,0.015184754,0.010772739
patient_3,380,149,0.01,17,0.07425634,0.041602574,0.02324268
patient_3,380,149,0.1,11,0.04546529,0.02228645,0.013481801
patient_3,380,149,0.5,9,0.03021028,0.016547615,0.011440962
patient_3,380,149,1,9,0.024679884,0.015304607,0.010782492
patient_3,381,149,0.01,17,0.0739197,0.04125689,0.02289003
patient_3,381,149,0.1,11,0.045549694,0.022954337,0.013837848
patient_3,381,149,0.5,9,0.029432539,0.014261134,0.00884671
patient_3,381,149,1,9,0.02366831,0.012819658,0.008064491
patient_3,382,149,0.01,17,0.07426837,0.04159929,0.022874262
patient_3,382,149,0.1,11,0.04559675,0.022651613,0.013783288
patient_3,382,149,0.5,9,0.030211648,0.016540835,0.011452077
patient_3,382,149,1,9,0.02369457,0.01285317,0.008072659
patient_3,383,149,0.01,17,0.07392346,0.041550476,0.022945676
patient_3,383,149,0.1,11,0.045470957,0.022294821,0.01346559
patient_3,383,149,0.5,9,0.030257566,0.016615208,0.011406392
patient_3,383,149,1,9,0.023741445,0.012850191,0.008078394
patient_3,384,149,0.01,17,0.07394481,0.041366704,0.023150668
patient_3,384,149,0.1,11,0.045680083,0.022805234,0.013628194
patient_3,384,149,0.5,9,0.030864712,0.017638141,0.012242409
patient_3,384,149,1,9,0.024685912,0.0152958,0.010880326
patient_3,385,149,0.01,17,0.07403991,0.04158291,0.023075007
patient_3,385,149,0.1,11,0.045531467,0.022662703,0.013802124
patient_3,385,149,0.5,9,0.030296782,0.016593095,0.011527201
patient_3,385,149,1,9,0.024642179,0.015226235,0.010877417
patient_3,386,149,0.01,17,0.074049175,0.041696012,0.023142867
patient_3,386,149,0.1,11,0.0456084,0.022713425,0.013659516
patient_3,386,149,0.5,9,0.030238252,0.016586851,0.01145322
patient_3,386,149,1,9,0.02369795,0.012843376,0.008081333
patient_3,387,149,0.01,17,0.074093014,0.041610032,0.023023453
patient_3,387,149,0.1,11,0.045681987,0.02289552,0.013752904
patient_3,387,149,0.5,9,0.03018937,0.016473016,0.011412283
patient_3,387,149,1,9,0.024605773,0.01522719,0.010819311
patient_3,388,149,0.01,17,0.07417974,0.0413934,0.022906642
patient_3,388,149,0.1,11,0.045563616,0.022807643,0.013763327
patient_3,388,149,0.5,9,0.030290103,0.016590958,0.01153099
patient_3,388,149,1,9,0.024683665,0.015288874,0.010861902
patient_3,389,149,0.01,17,0.07375825,0.041737325,0.022814794
patient_3,389,149,0.1,11,0.045611024,0.022800025,0.013743367
patient_3,389,149,0.5,9,0.030212715,0.016586237,0.011447046
patient_3,389,149,1,9,0.024657177,0.015288305,0.010763206
patient_3,390,149,0.01,17,0.074305356,0.041616995,0.022959953
patient_3,390,149,0.1,11,0.045538954,0.022872562,0.013795525
patient_3,390,149,0.5,9,0.030202832,0.016473334,0.011494846
patient_3,390,149,1,9,0.024608498,0.015204087,0.010810891
patient_3,391,149,0.01,17,0.07459085,0.041538496,0.023011921
patient_3,391,149,0.1,11,0.045669485,0.022690834,0.013666746
patient_3,391,149,0.5,9,0.030265508,0.016611965,0.01145579
patient_3,391,149,1,9,0.02463271,0.015259441,0.010876743
patient_3,392,149,0.01,17,0.074009255,0.041773256,0.023119261
patient_3,392,149,0.1,11,0.045553684,0.022846494,0.013829215
patient_3,392,149,0.5,9,0.030805144,0.01771547,0.012167439
patient_3,392,149,1,9,0.0246204,0.015224054,0.010810279
patient_3,393,149,0.01,17,0.073948264,0.041671876,0.022892512
patient_3,393,149,0.1,11,0.0453129,0.022016319,0.013443829
patient_3,393,149,0.5,9,0.030283285,0.016509144,0.011516721
patient_3,393,149,1,9,0.023712136,0.012856612,0.008066037
patient_3,394,149,0.01,17,0.07396537,0.041342534,0.02290138
patient_3,394,149,0.1,11,0.045633487,0.022937702,0.013752633
patient_3,394,149,0.5,9,0.030288355,0.016580258,0.011454198
patient_3,394,149,1,9,0.023708366,0.01287108,0.008081015
patient_3,395,149,0.01,17,0.07398113,0.041559473,0.023075052
patient_3,395,149,0.1,11,0.04548567,0.022727726,0.013702367
patient_3,395,149,0.5,9,0.030797336,0.01774648,0.012157349
patient_3,395,149,1,9,0.02368104,0.012831754,0.008067898
patient_3,396,149,0.01,17,0.07395009,0.04157165,0.022919685
patient_3,396,149,0.1,11,0.04564141,0.022837404,0.013734166
patient_3,396,149,0.5,9,0.030271946,0.016642964,0.011359851
patient_3,396,149,1,9,0.023707049,0.012828988,0.008043219
patient_3,397,149,0.01,17,0.07414203,0.041460462,0.023228768
patient_3,397,149,0.1,11,0.045337945,0.022132376,0.013384896
patient_3,397,149,0.5,9,0.030225197,0.016608585,0.011422646
patient_3,397,149,1,9,0.024605302,0.015227714,0.010823017
patient_3,398,149,0.01,17,0.073638655,0.041402437,0.023075473
patient_3,398,149,0.1,11,0.045560274,0.02257582,0.013666616
patient_3,398,149,0.5,9,0.030873882,0.0176773,0.012152162
patient_3,398,149,1,9,0.024662675,0.015259433,0.010813924
patient_3,399,149,0.01,17,0.07406935,0.04168078,0.023053184
patient_3,399,149,0.1,11,0.04571232,0.022919534,0.013803162
patient_3,399,149,0.5,9,0.03031095,0.016648179,0.011458767
patient_3,399,149,1,9,0.024660917,0.015278908,0.010811963
patient_3,400,149,0.01,17,0.07396856,0.041434065,0.023160083
patient_3,400,149,0.1,11,0.045380984,0.022081368,0.013368001
patient_3,400,149,0.5,9,0.029471092,0.01424778,0.008810261
patient_3,400,149,1,9,0.024610648,0.015207739,0.010873308
patient_3,401,149,0.01,17,0.07384119,0.039845426,0.020900631
patient_3,401,149,0.1,11,0.045461074,0.022181312,0.013412732
patient_3,401,149,0.5,9,0.03029024,0.016601425,0.011403955
patient_3,401,149,1,9,0.023679344,0.012823998,0.008077332
patient_3,402,149,0.01,17,0.07412851,0.041676737,0.023035645
patient_3,402,149,0.1,11,0.04571152,0.022829618,0.013729254
patient_3,402,149,0.5,9,0.029428484,0.014235392,0.008850581
patient_3,402,149,1,9,0.024692696,0.015261556,0.01086019
patient_3,403,149,0.01,17,0.0738929,0.04170853,0.02291555
patient_3,403,149,0.1,11,0.045732245,0.022701198,0.013704395
patient_3,403,149,0.5,9,0.030908324,0.01778196,0.012147188
patient_3,403,149,1,9,0.024608161,0.015226908,0.01079637
patient_3,404,149,0.01,17,0.07417936,0.04152954,0.023040429
patient_3,404,149,0.1,11,0.04554918,0.022759039,0.01365489
patient_3,404,149,0.5,9,0.030827736,0.017743913,0.012182857
patient_3,404,149,1,9,0.025608081,0.016746366,0.011768083
patient_3,405,149,0.01,17,0.07395605,0.041609496,0.023102038
patient_3,405,149,0.1,11,0.04557996,0.022819808,0.013616013
patient_3,405,149,0.5,9,0.030291017,0.0166544,0.011455456
patient_3,405,149,1,9,0.023737028,0.012926466,0.008123743
patient_3,407,149,0.01,17,0.074104086,0.0413663,0.022823172
patient_3,407,149,0.1,11,0.045290586,0.022214467,0.013370396
patient_3,407,149,0.5,9,0.030210737,0.016560059,0.011515464
patient_3,407,149,1,9,0.024683615,0.015331864,0.010850453
patient_3,408,149,0.01,17,0.07407681,0.041816104,0.023202544
